song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Cracked Wall,"Florian Picasso, VASSY",spotify:track:1EQaBA9dLuRNbFx559zCow,0.552,0.912,-3.711,0.146,0.0573,0.0,0.131,0.475,128.012,187559
Music Sounds Better With You,Vanrip,spotify:track:6i6hXnnzYETlPy9bYnPgJg,0.581,0.976,-1.071,0.0703,0.0061,0.404,0.475,0.0784,125.076,218880
Let Me Love You - Marshmello Remix,"DJ Snake, Marshmello, Justin Bieber",spotify:track:6Hx9gLuAKkOfoZoL79OSI1,0.66,0.814,-3.179,0.0382,0.0183,0.0,0.139,0.248,120.005,180013
Icarus - Black Caviar Remix,"R3HAB, Black Caviar",spotify:track:1wWgpnG8JVcq8qLazC1CyX,0.798,0.809,-5.898,0.063,0.00689,0.0765,0.0998,0.761,120.044,194000
Under The Stars,"DubVision, Justin OH",spotify:track:5xmA7eHCIi5azDCwWdw9Kq,0.57,0.914,-1.934,0.0681,0.0678,0.0,0.236,0.529,127.98,171085
You,"Nebbra, Mike Sabath",spotify:track:1BGjv0bEAkn6AB3IfsMxo4,0.489,0.661,-6.404,0.29,0.542,5.27e-06,0.087,0.334,145.402,202973
Be There,"Generik, A*M*E",spotify:track:1HJ5qGKCJPX7dEuQ4FsQfF,0.709,0.791,-5.118,0.0445,0.00386,0.00192,0.0274,0.145,120.996,168595
Pillowfight,"Bassjackers, Skytech, Fafaq",spotify:track:1gHQjUtMPaStd0vcRqNKhg,0.585,0.932,-3.904,0.137,0.00143,0.106,0.186,0.248,128.165,197837
Places,"Martin Solveig, Ina Wroldsen",spotify:track:6O85MfGECKBqAK2MgSbCaj,0.728,0.858,-3.866,0.0457,0.264,0.000761,0.158,0.638,122.01,202746
Let Me Love You - Tiësto's AFTR:HRS Mix,"DJ Snake, Tiësto, Justin Bieber",spotify:track:7srwQKnqYsIY26Aatbazaq,0.707,0.83,-4.587,0.0427,0.0107,2.06e-05,0.495,0.386,120.013,155840
Let Go,"deadmau5, Grabbitz",spotify:track:5gCGQlfEofp2Zxz5ZjJAa9,0.644,0.555,-10.981,0.0429,0.205,0.309,0.12,0.0345,128.026,378450
Runaways - Jay Hardway Remix Edit,"Sam Feldt, Deepend, Teemu, Jay Hardway",spotify:track:2LSFCZPbecOIxviaglwVhj,0.668,0.626,-3.633,0.0451,0.0531,0.0,0.388,0.744,126.085,180372
Choo,Pryda,spotify:track:2jrAh33W3IsE4YoxavC7mD,0.796,0.731,-7.512,0.0435,0.00393,0.816,0.12,0.0755,126.008,537661
Feel It,Charlie Who?,spotify:track:2tmoma6St8qZqkkxNJl6SB,0.496,0.814,-5.643,0.0488,0.0235,0.0,0.121,0.277,179.977,165333
Forever Or Nothing,"NERVO, Savi, Lauren Bennett",spotify:track:0e2oWCoIH83K3Y5S46oJ70,0.454,0.872,-1.853,0.0938,0.0226,2.62e-05,0.308,0.377,145.358,180414
Magic - ANGEMI Remix,"Thomas Gold, Jillian Edwards, Angemi",spotify:track:6ldjWqRPDqDACE9t7yVSKb,0.551,0.705,-4.861,0.0377,0.0303,0.00134,0.212,0.298,140.019,202000
Not Dead Yet (feat. Michael Bernard Fitzgerald),"Tommie Sunshine, Halfway House, Michael Bernard Fitzgerald",spotify:track:6KXbUCcVo7Qh1PtS9xSnTF,0.669,0.649,-3.661,0.0335,0.0859,6.51e-06,0.238,0.392,127.981,251019
Hey Mama,Galavant,spotify:track:0dDPUxV2ENxfuJGwMAocFR,0.653,0.725,-4.766,0.0403,0.019,0.0,0.34,0.675,128.006,198984
Ball Out - Mix Cut,"Tim3bomb, Paul Pincha",spotify:track:310wMXpWcr32VyAtt63mnk,0.641,0.958,-2.475,0.0573,0.000225,0.772,0.156,0.314,128.071,209756
TORA,Kura,spotify:track:1CEsHh8inxowXZ72Cc2I8C,0.61,0.969,-3.552,0.0556,0.00118,0.0743,0.184,0.236,127.976,180000
The Light,Tim Mason,spotify:track:5XufXWByy6M1fgtuOW6PjB,0.466,0.991,-6.703,0.0515,0.00017,0.895,0.37,0.285,124.014,209032
Let Me Hold You (Turn Me On) - Swanky Tunes Remix Edit,"Cheat Codes, Dante Klein, Swanky Tunes",spotify:track:7zdSID1pwCnJMbQ6jROF42,0.67,0.908,-3.023,0.0548,0.405,0.0,0.378,0.922,112.036,150000
Cold Heart,TooManyLeftHands,spotify:track:1tZcx5tVq1vyNoFRFUleHQ,0.665,0.657,-4.904,0.0411,0.0581,0.0,0.311,0.358,124.021,182335
Phone Down (feat. Emily Warren) - TELYKast X BKAYE Remix,"Lost Kings, Emily Warren, TELYKast, BKAYE",spotify:track:56PfQNTYnYXfMidGRUuMC5,0.352,0.769,-5.418,0.249,0.388,0.0,0.104,0.409,160.203,228016
Aviate,Yotto,spotify:track:2dgbj29jTefckrQW7DZS8H,0.62,0.859,-5.915,0.0427,0.000403,0.713,0.0511,0.234,120.034,316190
Without The Sun,"Dash Berlin, Luca Perra",spotify:track:6jGkzFSB2LugZp5w8ZrH5j,0.574,0.924,-2.984,0.0502,0.015,0.0,0.0821,0.55,119.927,181500
All of Us (Dropout Remix) [feat. ANIMA!],"Dirty South, ANIMA!",spotify:track:4mbn5XHyGDdFL6s9BwiGxI,0.602,0.926,-4.248,0.0773,0.0861,0.000198,0.143,0.553,140.067,199714
Crazy,"Wax Motif, Vindata",spotify:track:1QztfhpEDJytsDQmoC0P5K,0.772,0.77,-3.287,0.107,0.0323,0.00484,0.0625,0.312,125.035,218993
Reverse,Vlad Lucan,spotify:track:0sArQqDexYFQc3fAggPcch,0.408,0.686,-7.118,0.041,0.0991,0.887,0.117,0.341,158.06,191885
Anywhere (feat. Will Heard) - Fred V & Grafix Remix,"Dillon Francis, Will Heard, Fred V, Grafix",spotify:track:57gopA66DYh1GpOutokcAa,0.565,0.763,-3.935,0.0457,0.0606,4.77e-06,0.104,0.345,86.974,254027
Cry (Just A Little) - A-Trak & Phantoms Remix,"Bingo Players, A-Trak, Phantoms",spotify:track:4pHsXv7le601KQSn2J8LKX,0.861,0.695,-6.013,0.214,0.00886,0.43,0.0674,0.704,126.016,233063
The Next Level,Lush & Simon,spotify:track:4h7kvMkqv6wLikerG4oII3,0.633,0.742,-4.705,0.0333,0.13,5.59e-05,0.101,0.408,138.03,200547
White Keys,"Redondo, DeepMe",spotify:track:7l1iINXyFYVnDQat3YdogJ,0.681,0.781,-5.88,0.0429,0.00443,0.165,0.2,0.276,125.018,200880
Stamina,Jordy Dazz,spotify:track:6eApK4qim84JvEpUU6Hur7,0.559,0.944,-6.616,0.0395,0.00269,0.677,0.0898,0.625,127.997,169576
Sonic Boom,"Vato Gonzalez, Kris Kiss",spotify:track:1zRWQrwg5f92idHa3NwXDf,0.693,0.914,-3.752,0.0537,0.0175,0.0119,0.159,0.316,126.045,223376
Love & War (feat. Yade Lauren),"Yellow Claw, Yade Lauren",spotify:track:3YaJevinEgZDcrMjQxWhpC,0.577,0.911,-4.449,0.0512,0.0186,0.0587,0.159,0.543,160.036,180150
Don't Stop,Ummet Ozcan,spotify:track:3hLMLEwYnUTrjVm8YBwNrg,0.723,0.978,-2.758,0.0406,0.183,0.0756,0.177,0.698,126.03,204772
Starboy - Kygo Remix,"The Weeknd, Daft Punk, Kygo",spotify:track:6L778PA16SuyYvFhqnMndY,0.751,0.623,-7.215,0.0939,0.209,0.0,0.168,0.383,93.01,244720
Changes,ID,spotify:track:1g4OCrWOov61RyYWrO4X7S,0.466,0.682,-9.648,0.0355,0.00273,2.69e-05,0.0972,0.323,125.97,194090
So Serious,"Tavi Castro, Jordan, Chasing Cities",spotify:track:0qrudaiIlLcnfUc1iozxz5,0.652,0.663,-6.299,0.039,0.0444,0.0,0.103,0.654,98.019,205051
Crazy Love - MOTi Remix,"Audien, Deb’s Daughter, MOTi",spotify:track:0okLBMHJUgLfovPjWRgqMz,0.672,0.908,-4.456,0.0427,0.015,1.48e-05,0.193,0.506,125.944,247500
Make It Right,"Armin van Buuren, Angel Taylor",spotify:track:2BJiH5COSZTEmadUV1xRQ0,0.517,0.722,-5.126,0.0297,0.0397,7.69e-06,0.45,0.474,127.936,199512
Trouble - Tom Budin Remix,"OFFAIAH, Tom Budin",spotify:track:7e1ErgqAt6GnkJ23klmP1g,0.802,0.975,-3.623,0.104,0.0142,0.155,0.0454,0.708,128.001,249687
In The Name Of Love - Snavs Remix,"Martin Garrix, Bebe Rexha, Snavs",spotify:track:31mWJG7RF5eNvmIprY1NzI,0.555,0.921,-3.73,0.0396,0.00496,2.83e-06,0.289,0.3,164.894,180364
Smoke Filled Room - Severo Remix,"Mako, Severo",spotify:track:44ljhbOzdApfYkdrgKMXUs,0.548,0.511,-9.043,0.077,0.164,0.0,0.213,0.193,140.973,183839
Needed Me - R3hab Remix,Rihanna,spotify:track:4mPIZVR08UUbqz2xFoxjiH,0.646,0.68,-5.469,0.0449,0.00784,0.0,0.649,0.241,99.99,199360
Whisper,"Teamworx, Thomas Feelman",spotify:track:5h5fY4lEG6S6cxxn4chRcJ,0.571,0.98,-3.554,0.118,0.0105,0.574,0.374,0.302,128.022,177187
Haartz,KAAZE,spotify:track:3fJR4lbYS1J8NRD2dC8un6,0.474,0.882,-4.249,0.095,0.0159,0.0138,0.609,0.19,129.99,213066
Secret Stash,"Mike Mago, Dragonette",spotify:track:2JmAlHyfooRkDCAMVh7JQ2,0.686,0.851,-2.723,0.0476,0.0473,0.0195,0.109,0.385,123.055,226604
Love on Me - Madison Mars Remix,"Galantis, Hook N Sling, Madison Mars",spotify:track:5A7fGjlPz14uECKn0foAAA,0.603,0.938,-3.049,0.179,0.169,0.002,0.189,0.381,125.996,188000
Louder (feat. Portugal. The Man),"Drunken Masters, Portugal. The Man",spotify:track:32XYLUVZhop9hjuDY3XLGc,0.538,0.72,-6.563,0.124,0.0023,0.00129,0.7,0.164,145.171,213845
Disconap,"Andy Bianchini, Rivas (BR)",spotify:track:2F5X4YJohl1E4X8PDJkIkc,0.767,0.949,-4.629,0.148,0.00401,0.0737,0.392,0.383,122.003,195000
Echo,"Pep & Rash, Polina",spotify:track:60W8lvIZJwNcYF97L0fsuD,0.784,0.635,-4.935,0.0481,0.153,0.000234,0.111,0.768,125.989,170962
Audi,PIERCE,spotify:track:1FhIOX1K2tgyLDgRAmIupZ,0.666,0.995,-4.797,0.116,0.00361,0.000741,0.162,0.828,160.089,174000
Ninjas,Matisse & Sadko,spotify:track:65Ywt0T1caYvt8tPm6ULO4,0.783,0.94,-2.94,0.23,0.00823,0.113,0.0515,0.334,128.018,198256
High On You,EDX,spotify:track:0DkpVdfTxRFg9NqpfBotBK,0.645,0.854,-3.519,0.0984,0.151,6.18e-05,0.691,0.395,123.016,180000
Condor,Yves V,spotify:track:2ZNAL3ueHOeXk9WLZS7emB,0.661,0.939,-2.538,0.0456,0.0333,0.0051,0.236,0.517,128.099,184762
Going Under,"Borgeous, Loud Luxury",spotify:track:1p9SFcRVAttXbEoNbNqzZL,0.699,0.967,-1.879,0.0562,0.0474,0.00204,0.175,0.276,125.991,185000
Queen Elizabeth,Cheat Codes,spotify:track:7AsRAjp13OTva5JdDWCBn1,0.551,0.706,-5.249,0.0406,0.0249,0.0,0.0884,0.4,99.413,199393
Take Me Home,"Jess Glynne, Madison Mars",spotify:track:5brfexp8b2DA3FRXrf9ZIv,0.57,0.923,-3.243,0.0587,0.0129,0.0,0.0897,0.523,126.057,268000
Elevate,RetroVision,spotify:track:4xSrDPAYKdem85gI2a2Ckq,0.685,0.974,-4.161,0.0724,0.0489,0.47,0.45,0.176,124.959,188187
Need You Forever,"Egzod, Croix",spotify:track:0C3w27Q5TVpWPtvZn7mkph,0.51,0.942,-4.889,0.265,0.00496,0.00582,0.173,0.433,169.999,187801
Tell My Heart,"Nora En Pure, Dani Senior",spotify:track:1BcJWVkUwerwuaRuRhHEus,0.725,0.94,-4.098,0.0488,0.119,4.26e-05,0.251,0.735,121.979,205035
Breathe,"Jonas Aden, Kings",spotify:track:2L7pfjy6MEXPAtm4c0bSNj,0.789,0.819,-5.338,0.0948,0.0406,0.000179,0.47,0.292,123.996,181951
Solo Dance,Martin Jensen,spotify:track:3R6dPfF2yBO8mHySW1XDAa,0.746,0.846,-2.432,0.048,0.0485,0.0,0.195,0.403,114.955,174933
Going Under,"Borgeous, Loud Luxury",spotify:track:6La5qKo5PxbD86ciQ5opwF,0.698,0.967,-1.879,0.0584,0.0461,0.00184,0.175,0.275,125.997,185000
Take Me (ft. Colton Avery),"Nicky Romero, Colton Avery",spotify:track:12Z8KLuCzuyEzU3PkWkZZm,0.559,0.788,-3.941,0.0348,0.18,0.0,0.157,0.368,126.978,208828
Amsterdam (AMF 2016 Anthem),Jay Hardway,spotify:track:3yzJxgqXvOQv77bsRe6aLu,0.555,0.843,-5.265,0.057,0.000754,0.812,0.121,0.217,128.079,162187
Hey Baby (Dimitri Vegas & Like Mike Vs. Diplo),"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",spotify:track:0lYStQo1fwWv415T2F8pg5,0.658,0.88,-4.582,0.0845,0.0154,0.0,0.235,0.831,90.018,190813
Starlight - Radio Mix,"SOVI, Rimsky, Tony Tonite",spotify:track:3mbFfpAjyHwag3eY17OH2t,0.568,0.925,-3.544,0.0448,0.00346,0.0199,0.478,0.558,122.997,196000
Rise N Shine (feat. Poo Bear) - Murtagh Remix,"Eva Shaw, Poo Bear, Murtagh",spotify:track:4Pgq1YxUfsX9dzMSJib4U2,0.574,0.924,-5.252,0.0694,0.000515,3.73e-05,0.499,0.5,125.942,176088
Everything Changed,Dbstf,spotify:track:31FMVlZiPMmnFXzRC3La4G,0.632,0.92,-1.54,0.0669,0.0036,0.00104,0.332,0.511,127.964,208125
Runaways,"Sam Feldt, Deepend, Teemu",spotify:track:78u5zXt7t0vySly74lXMyP,0.757,0.565,-5.895,0.0324,0.174,0.0,0.105,0.682,119.959,180402
GUD VIBRATIONS,"NGHTMRE, SLANDER",spotify:track:2BVUOGciUUUqOPSLtHwLGp,0.514,0.924,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211
Run for Cover,John De Sohn,spotify:track:1gnYtU3HYyMRfODKMqjdu6,0.636,0.659,-4.377,0.0311,0.104,0.0,0.215,0.432,100.007,207775
We Don't Need No Sleep,Croatia Squad,spotify:track:2vIlgaERMLTF3UZcEyuOPg,0.818,0.9,-3.914,0.152,0.159,7.56e-05,0.955,0.939,122.0,189898
Smilin',Misha K,spotify:track:5SVYBXFVL48MxNBe5gbkMc,0.525,0.905,-5.403,0.0358,0.00466,0.104,0.587,0.292,126.021,179048
Drift,Dirty South,spotify:track:0rBtMWtHsbDXSMzzZDsntI,0.593,0.852,-7.307,0.038,0.00301,0.264,0.263,0.437,124.002,369677
Stop Talking - Daddy's Groove Radio Edit,"Leroy Styles, Anfisa Letyago, Daddy's Groove",spotify:track:4idCbvWAaitql8ikanUt1n,0.321,0.982,-2.621,0.0801,0.362,0.929,0.0438,0.731,176.35,193125
Organic,Robbie Rivera,spotify:track:6FqAQShibjl6A8LCBUf8H4,0.652,0.976,-4.096,0.06,0.000369,0.879,0.672,0.112,124.001,209516
Remember,"TV Noise, Oisín",spotify:track:6fraMYOJwuSJqi2e6oBYrS,0.778,0.364,-8.376,0.0467,0.102,0.000264,0.35,0.667,123.981,162508
Until the End (feat. Raphaella),"Henri PFR, Raphaella",spotify:track:61VEcQZQZUF4o7QgXsOFjB,0.655,0.811,-5.131,0.0545,0.0744,0.0,0.137,0.313,113.935,180650
Horns,Dimitri Vangelis & Wyman,spotify:track:6Y7156AflLkwuj0VXfyfkH,0.685,0.877,-4.13,0.0673,0.0317,0.671,0.297,0.372,125.083,151998
Take My Breath Away,Alesso,spotify:track:5iAfLe0T0yRIYbL2v58Mzv,0.533,0.9,-3.891,0.131,0.0567,0.0,0.351,0.505,120.938,188710
Café Leche,WILL K,spotify:track:1LNweQqkp1vl2f62iHryxN,0.722,0.899,-5.929,0.0991,0.00865,0.0879,0.401,0.54,125.991,165714
Hideaway with Me (feat. Charlie),"Sid Rosco, Charlie",spotify:track:2h11ouA07csEBqnoX0u7v2,0.452,0.449,-6.751,0.157,0.0099,3.52e-05,0.099,0.224,161.93,183027
Hurts So Good - KREAM Remix,"Astrid S, KREAM",spotify:track:53nbWUWTer6Nq0J7mnzUWj,0.652,0.814,-4.159,0.0852,0.0378,4.2e-05,0.118,0.305,122.063,205282
Alakazam !,Justice,spotify:track:4OF8TKZl9aMlZ449eBrkna,0.58,0.796,-7.303,0.0428,0.000245,0.849,0.173,0.154,118.99,311490
Sonderling (2016 Edit),Zonderling,spotify:track:76nHngOgxQI2rq4u1TpEGX,0.966,0.892,-2.975,0.0993,0.169,0.569,0.127,0.255,124.981,224640
Bapalapa,John Dahlbäck,spotify:track:4Di1EHTlF4GPiIYingC9ru,0.747,0.928,-2.872,0.149,0.0298,0.0152,0.33,0.526,128.076,185625
Boomers - Extended Mix,Sagan,spotify:track:36a2eMDVgthlmSeXLKdzpZ,0.667,0.983,-2.392,0.0535,0.00364,0.0478,0.0799,0.68,125.985,251551
Take Me Down,Mike Williams,spotify:track:2EZxPnADhDY3imaiozRKRk,0.711,0.861,-2.522,0.0304,0.22,0.243,0.0587,0.431,128.135,174375
You,"Swanky Tunes, Tom Reason",spotify:track:2rLLvv8k3cboFfuPdGyUCX,0.631,0.922,-5.254,0.113,0.0113,0.321,0.258,0.262,126.019,205798
Crossroads,"Nicky Romero, Navarra",spotify:track:656TVMyjGydUPmrbWvWqC8,0.569,0.895,-3.082,0.0945,0.0223,0.0,0.159,0.436,127.892,208051
Jupiter,"Michael Brun, Roy English, Uni",spotify:track:6g5o02T5MIEgjqclCGqfij,0.66,0.739,-6.924,0.0947,0.015,0.0,0.121,0.396,127.999,219891
Let You Get Away (feat. Ashe),"Shaun Frank, Ashe",spotify:track:4GMszfo2E9JlQsDIFyQIGL,0.577,0.81,-2.802,0.139,0.0681,0.000117,0.394,0.271,167.935,244320
Yebisah,Mark Knight,spotify:track:5MYzarVq7dyU7G8z8NQKF2,0.54,0.933,-6.784,0.0364,0.0024,0.954,0.371,0.238,123.988,201290
Thinking About You - DubVision Remix,"Axwell /\ Ingrosso, DubVision",spotify:track:2WgcjDrpGcp24NwKdo5hSg,0.552,0.961,-1.856,0.102,0.0401,1.91e-06,0.356,0.48,127.012,206796
I'm Back,Sikdope,spotify:track:6uijaEFexe4FqTzREb2iDl,0.643,0.905,-3.866,0.0375,0.00203,0.758,0.088,0.0978,127.987,172500
Addicted To Your Love,Million Dollar Weekends,spotify:track:0AWPYX8TINd0yDLi5nBPt4,0.819,0.788,-3.158,0.0547,0.0432,0.000634,0.139,0.75,117.981,191947
Used To Have It All,"FÄIS, Afrojack",spotify:track:46HWwWIq2piTvm6nYmSDSY,0.62,0.878,-4.538,0.0436,0.156,9.17e-06,0.578,0.665,125.026,198191
Audi,PIERCE,spotify:track:0ifPdXfRHN85Oa4gtZxJpg,0.666,0.995,-4.797,0.116,0.00361,0.000741,0.162,0.828,160.089,174000
"Gold (feat. Jake Reese, Waka Flocka & DJ Whoo Kid)","Dash Berlin, Dbstf, Jake Reese, Waka Flocka Flame, DJ Whoo Kid",spotify:track:4BaNzAYcInOuxmj0rANQW2,0.66,0.635,-5.576,0.0551,0.0397,0.0,0.215,0.397,149.979,208500
Mode - Jay Hardway Remix,"Bingo Players, Jay Hardway",spotify:track:40AGMddDK2qtxY41J0dpjK,0.701,0.657,-4.622,0.118,0.0131,0.133,0.104,0.353,128.006,238771
Love On My Mind,Lucas & Steve,spotify:track:09ISWsm3TmZiDKeJgVPXjY,0.553,0.914,-2.381,0.0511,0.0377,0.00577,0.672,0.427,124.007,180071
Warning,Charmes,spotify:track:272P683StizVaJRTEVCzkF,0.876,0.911,-3.931,0.185,0.384,0.0364,0.172,0.0505,126.027,161905
Feel Good,STAMEN,spotify:track:2daRTDPL8j1Jgh6LUNFXvF,0.68,0.932,-5.03,0.047,0.0423,0.868,0.0773,0.121,125.981,165714
Steam Train,"HI-LO, Chocolate Puma",spotify:track:0LHU9RaWu6q1tNLpflC0mr,0.711,0.971,-4.437,0.126,0.116,0.902,0.0887,0.233,125.033,217920
Beneath with Me (feat. Skylar Grey),"Kaskade, deadmau5, Skylar Grey",spotify:track:1lsGvEI6CpsS8upSZSKEZX,0.388,0.791,-5.801,0.0414,0.0648,0.000738,0.167,0.0681,125.778,254532
Bapalapa,ID,spotify:track:42lKj4fduKMwUaN6VzYIFG,0.747,0.928,-2.872,0.149,0.0298,0.0152,0.33,0.526,128.076,185625
Sheitan,Florian Picasso,spotify:track:7dKJ90ccGiyYr3wIihklz9,0.56,0.993,-3.729,0.0495,0.00139,0.885,0.316,0.0336,127.007,202510
Down On Me - Original Mix,Fedde Le Grand,spotify:track:3ricJhvIO73DBB5GbaqxgO,0.596,0.822,-4.815,0.0351,0.000563,3.44e-05,0.435,0.152,127.99,193196
Dazzle,Zaxx,spotify:track:0MSRywDb9FqVF5PWC811Do,0.595,0.951,-4.409,0.101,0.0298,0.0514,0.197,0.0378,127.955,195049
East West,"MOTi, Kenneth G",spotify:track:5jbAhrJ1O9jlYlY1xInzxb,0.577,0.926,-3.191,0.137,0.00486,0.709,0.266,0.4,125.183,147840
IOUE,"Tommy Trash, TAISUN",spotify:track:5JL3WV7rBwTAHqG9w1Tly7,0.735,0.867,-3.705,0.0509,0.00118,0.841,0.0442,0.647,127.008,228661
Samba Sixteen,Sultan + Shepard,spotify:track:2UT7OGqwOIIlzABWTR5M75,0.566,0.944,-1.663,0.058,0.00541,0.939,0.0286,0.325,125.016,193620
Believer,"Major Lazer, Showtek",spotify:track:4cSR8iebRqGXHFHo7lHIpm,0.596,0.905,-3.438,0.0515,0.0743,0.00168,0.129,0.692,144.981,223469
One World,"Swanky Tunes, Dropgun, RAIGN",spotify:track:1KTZUEpO7oMxfCNzqnSixW,0.622,0.93,-0.463,0.0513,0.119,1.3e-05,0.0704,0.276,127.987,205312
Providence - Original Mix,"Costa Pantazis, Guyver",spotify:track:1PKMvU4Md3GwZMlfIcmhy1,0.493,0.99,-1.67,0.0479,4.8e-06,0.846,0.689,0.0391,150.02,473626
Providence - Dirty Harry Remix,"Costa Pantazis, Dirty Harry, Guyver",spotify:track:2MnGfGi5Qaw9Gg04jBf9E4,0.552,0.995,-4.688,0.114,0.000985,0.784,0.921,0.0934,150.019,489639
Vienen - Original Mix,"Costa Pantazis, Guyver",spotify:track:5pIERWnkA8fqfBZ5q2nkBC,0.492,0.995,-2.904,0.0737,1.02e-05,0.831,0.23,0.0896,150.023,444800
Vienen - NG Rezonance Remix,"Costa Pantazis, NG Rezonance, Guyver",spotify:track:2N41hFE8O0pakSzGEZXxTv,0.493,0.994,-4.628,0.146,7.74e-05,0.934,0.698,0.173,149.996,371200
Apocrypha - Original Mix,Costa Pantazis,spotify:track:4ZKVdBHTNH8tTnkeV6IdLE,0.498,1.0,-0.942,0.189,4.63e-05,0.0154,0.781,0.0373,147.988,538378
Apocrypha - Manik Remix,"Costa Pantazis, Manik",spotify:track:5dI95TLmC9IcbTSIKwgYhT,0.545,0.998,-2.7,0.0498,3.12e-05,0.782,0.902,0.784,152.011,390000
Touchstone - Original Mix,"Costa Pantazis, Jon Hanley",spotify:track:3Hc94nR3nUqEGctkN5wm3p,0.438,1.0,-2.727,0.116,3.85e-05,0.732,0.42,0.0618,147.95,442703
The Diamond Age - Original Mix,"Cornthwaite, Costa Pantazis",spotify:track:0qcpQBgKt3V5oy0SnKkgk4,0.512,0.999,-1.64,0.12,1.86e-05,0.0343,0.495,0.0615,147.986,483291
Continuum - Technikal & Jon Hanley Remix,"Costa Pantazis, Jon Hanley, Phil Reynolds, Technikal",spotify:track:6TOf7fnK0cxDOVPU4YafpA,0.538,0.998,-5.083,0.0924,0.000201,0.826,0.423,0.529,145.004,437525
Rave Detonator - Venetica Remix,"Costa Pantazis, Venetica, Energy Syndicate",spotify:track:6cKt5PpMLifKNvSzdyFnAa,0.566,0.998,-2.574,0.0913,0.0001,0.723,0.0488,0.427,148.012,462211
Blitzkrieg - Original Mix,"Costa Pantazis, Mavrik",spotify:track:6wOyTKIiaclx7CdpKz6FvW,0.495,0.994,-3.525,0.0481,1.71e-05,0.651,0.115,0.204,146.985,422896
Rave Detonator - Ben Stevens & Adam M Remix,"Adam M, Costa Pantazis, Ben Stevens, Energy Syndicate",spotify:track:3uzWkdLk4kaSeCiPHLXM7R,0.622,0.998,-6.266,0.0563,0.00494,0.719,0.169,0.587,149.986,419600
Aphrodite - Original Mix,"Costa Pantazis, Nikkdbubble",spotify:track:4mW1nsUXKkWzxfYEscXf8Z,0.491,0.999,-2.075,0.0937,8.28e-05,0.828,0.897,0.385,147.986,473548
Release - Original Mix,Costa Pantazis,spotify:track:7l6uHqTP8HoReNH3mUNBBi,0.427,0.998,-2.722,0.167,2.61e-05,0.925,0.14,0.119,148.024,525405
Release - Rob O.T.T. Remix,"Costa Pantazis, Rob O.T.T",spotify:track:4Rx6G8Dr7qn9g6lKeKXuQJ,0.508,0.995,-2.535,0.0688,1.57e-05,0.779,0.0389,0.732,150.001,467200
Skybreaker - Original Mix,Costa Pantazis,spotify:track:0DNhQl4alMaJ4FJ9zeb4AA,0.473,0.997,-3.398,0.0827,8.25e-05,0.805,0.906,0.584,147.997,428112
Skybreaker - Energy Syndicate Remix,"Costa Pantazis, Energy Syndicate",spotify:track:0tleVwvJhhUtfP4wxFYtj7,0.654,0.948,-4.216,0.117,0.00582,0.794,0.278,0.444,149.998,368004
Out Of Reach - Original Mix,"Costa Pantazis, Lisa London",spotify:track:5XzQOIYIMLzPi3z9jU0lsq,0.576,0.941,-8.729,0.0601,7.74e-06,0.87,0.0464,0.308,147.991,447608
Toxidrome - Original Mix,"Audox, Costa Pantazis",spotify:track:0ILulSnkjCcim991HGdkJm,0.573,0.932,-8.388,0.23,0.000172,0.0799,0.118,0.655,148.027,400541
When Colour Was Real - Original Mix,"Costa Pantazis, Elivate",spotify:track:1gxktg2Y3Qw1MCg7DaETtv,0.507,0.984,-5.339,0.0476,4.32e-05,0.473,0.135,0.525,149.987,416417
Limerence - Original Mix,"AntiQlimax, Costa Pantazis",spotify:track:3zzHW2KFsAgQZzd9wFpS0Y,0.422,0.994,-3.084,0.0765,1.57e-05,0.867,0.275,0.0657,145.007,456856
Contagious - Original Mix,"Costa Pantazis, Lisa London",spotify:track:1hRbnPdKpo3ZPZfHpsX6pY,0.497,0.977,-5.389,0.0402,1.54e-05,0.896,0.0381,0.724,147.991,444329
Skybreaker - Energy Syndicate Remix,"Costa Pantazis, Energy Syndicate",spotify:track:07gwQf2TFoYaPlLZsl4lVD,0.654,0.948,-4.216,0.117,0.00582,0.794,0.278,0.444,149.998,368004
Salvage - Original Mix,"Carl Nicholson, Costa Pantazis",spotify:track:5Wid4pMxYbzlXugh0ctQfY,0.464,0.994,-3.826,0.0819,7.76e-06,0.9,0.182,0.119,145.934,475115
Silence - Original Mix,"Costa Pantazis, Dirty Harry",spotify:track:09KMwcTjk8LnRHwVXkPGPe,0.529,0.967,-2.904,0.0461,4.71e-05,0.677,0.0634,0.0729,144.99,469565
Silence - Instrumental Mix,"Costa Pantazis, Dirty Harry",spotify:track:1vN1xq63g0KrAYCiQBn00g,0.525,0.97,-3.054,0.0448,4.48e-05,0.778,0.0634,0.0457,144.991,469565
Andronicus - Original Mix,"Costa Pantazis, NG Rezonance",spotify:track:6IqodthgXaQ8K7OX92W2xJ,0.45,0.983,-3.273,0.054,3.52e-05,0.874,0.0891,0.221,144.958,453522
